en,th
freibergite,ไฟรเบอร์ไกต์
friedelite,ฟรีเดไลต์
friedelite,ฟรีเดไลต์
fuchsite,ฟุกไซต์
fuchsite,ฟุกไซต์
fulgarite,ฟุลกาไรต์
fulgarite,ฟุลกาไรต์
gadolinite,กาโดลิไนต์
gadolinite,กาโดลิไนต์
gahnite,กาห์ไนต์
gahnite,กาห์ไนต์
galaxite,กาแลกไซต์
galaxite,กาแลกไซต์
galena,กาลีนา
galena,กาลีนา
garnet,การ์เนต
garnet,การ์เนต
garnierite,การ์เนียไรต์
garnierite,การ์เนียไรต์
gaspeite,แกสเพไอต์
gaspeite,แกสเพไอต์
gaylussite,เกย์ลุสไซต์
gaylussite,เกย์ลุสไซต์
gersdorffite,เกอร์สดอร์ฟไฟต์
gersdorffite,เกอร์สดอร์ฟไฟต์
geyserite,กีย์เซอไรต์
geyserite,กีย์เซอไรต์
gibbsite,กิบบ์ไซต์
gibbsite,กิบบ์ไซต์
glaserite,กลาเซอไรต์
glaserite,กลาเซอไรต์
glauberite,เกลาเบอไรต์
glauberite,เกลาเบอไรต์
glaucochroite,กลอโคโครไอต์
glaucochroite,กลอโคโครไอต์
glaucodot,กลอโคดอต
glaucodot,กลอโคดอต
glauconite,กลอโคไนต์
glauconite,กลอโคไนต์
glaucophane,กลอโคเฟน
glaucophane,กลอโคเฟน
goethite,เกอไทต์
goethite,เกอไทต์
gold,ทองคำ
gold,ทองคำ
gormanite,กอร์มาไนต์
gormanite,กอร์มาไนต์
goshenite,โกชีไนต์
goshenite,โกชีไนต์
graphite,แกรไฟต์
graphite,แกรไฟต์
grotonite,แกรโทไนต์
grotonite,แกรโทไนต์
greenockite,กรีนอกไคต์
greenockite,กรีนอกไคต์
grossular,กรอสซูลาร์
grossular,กรอสซูลาร์
grossularite,กรอสซูลาไรต์
grossularite,กรอสซูลาไรต์
groutite,เกราไทต์
groutite,เกราไทต์
grunerite,กรูเนอไรต์
grunerite,กรูเนอไรต์
gublinite,กูบลิไนต์
gublinite,กูบลิไนต์
gudmandite,กัดมันไดต์
gudmandite,กัดมันไดต์
gypsum,ยิปซัม
gypsum,ยิปซัม
gyrolite,ไจโรไลต์
gyrolite,ไจโรไลต์
hackmanite,แฮกมาไนต์
hackmanite,แฮกมาไนต์
halite,เฮไลต์
halite,เฮไลต์
halloysite,ฮาลลอยไซต์
halloysite,ฮาลลอยไซต์
harmotome,แฮมเบอร์ไกต์
harmotome,แฮมเบอร์ไกต์
hardystonite,ฮาร์ดิสโทไนต์
hardystonite,ฮาร์ดิสโทไนต์
hanksite,แฮงไซต์
hanksite,แฮงไซต์
harmotome,ฮาร์โมโทม
harmotome,ฮาร์โมโทม
hastingsite,เฮสทิงไซต์
hastingsite,เฮสทิงไซต์
hausmannite,เฮาส์มันไนต์
hausmannite,เฮาส์มันไนต์
hauyne,ฮอยน์
hauyne,ฮอยน์
hauynite,ฮอยไนต์
hauynite,ฮอยไนต์
heazlewoodite,ฮีเซลวูไดต์
heazlewoodite,ฮีเซลวูไดต์
hectorite,เฮกเทอไรต์
hectorite,เฮกเทอไรต์
hedenbergite,เฮเดนเบอร์ไกต์
hedenbergite,เฮเดนเบอร์ไกต์
hedyphane,เฮดิเฟน
hedyphane,เฮดิเฟน
heliodor,heliodore
heliodor,เฮลิโอดอร์
heliodor,เฮลิโอดอร์
heliotrope,ฮีลิโอโทรป
heliotrope,ฮีลิโอโทรป
helvite,เฮลไวต์
helvite,เฮลไวต์
hematine,ฮีมาทีน
hematine,ฮีมาทีน
hematite,ฮีมาไทต์
hematite,ฮีมาไทต์
hemimorphite,เฮมิมอร์ไฟต์
hemimorphite,เฮมิมอร์ไฟต์
hercynite,เฮอร์ซิไนต์
hercynite,เฮอร์ซิไนต์
herderite,เฮอร์เดอไรต์
herderite,เฮอร์เดอไรต์
sketch,สเกตช์
sketch,สเกตช์
hessite,เฮสไซต์
hessite,เฮสไซต์
hessonite,เฮสโซไนต์
hessonite,เฮสโซไนต์
heulandite,ฮิวแลนไดต์
heulandite,ฮิวแลนไดต์
hiddenite,ฮิดเดไนต์
hiddenite,ฮิดเดไนต์
hinsdalite,ฮินส์ดาไลต์
hinsdalite,ฮินส์ดาไลต์
hodgkinsonite,ฮอดจ์คินซอไนต์
hodgkinsonite,ฮอดจ์คินซอไนต์
hollandite,ฮอลแลนไดต์
hollandite,ฮอลแลนไดต์
holmium,โฮลเมียม
holmium,โฮลเมียม
hopeite,โฮไพต์
hopeite,โฮไพต์
hornblende,ฮอร์นเบลนด์
hornblende,ฮอร์นเบลนด์
howlite,ฮาวไลต์
howlite,ฮาวไลต์
huebnerite,เฮิบเนอไรต์
huebnerite,เฮิบเนอไรต์
humite,ฮิวไมต์
humite,ฮิวไมต์
huntite,ฮันไทต์
huntite,ฮันไทต์
hureaulite,ฮิวโรไลต์
hureaulite,ฮิวโรไลต์
hyacinth,ไฮยาซินท์
hyacinth,ไฮยาซินท์
hyaline,ไฮยาไลน์
hyaline,ไฮยาไลน์
hyalite,ไฮยาไลต์
hyalite,ไฮยาไลต์
hyalophane,ไฮยาโลเฟน
hyalophane,ไฮยาโลเฟน
hydrargillite,ไฮดราร์จิลไลต์
hydrargillite,ไฮดราร์จิลไลต์
hydroboracite,ไฮโดรบอราไซต์
hydroboracite,ไฮโดรบอราไซต์
hydrogrossular,ไฮโดรกรอสซูลาร์
hydrogrossular,ไฮโดรกรอสซูลาร์
hydromagnesite,ไฮโดรแมกนีไซต์
hydromagnesite,ไฮโดรแมกนีไซต์
hydrophane,ไฮโดรเฟน
hydrophane,ไฮโดรเฟน
hydroxylapatite,ไฮดรอกซิลอะพาไทต์
hydroxylapatite,ไฮดรอกซิลอะพาไทต์
hydroxylbastnasite,ไฮดรอกซิลบาสต์เนไซต์
hydroxylbastnasite,ไฮดรอกซิลบาสต์เนไซต์
hydrozincite,ไฮโดรซิงไคต์
hydrozincite,ไฮโดรซิงไคต์
hypersthene,ไฮเพอร์สทีน
hypersthene,ไฮเพอร์สทีน
iddingsite,อิดดิงไซต์
iddingsite,อิดดิงไซต์
idocrase,ไอโดเครส
idocrase,ไอโดเครส
illite,อิลไลต์
illite,อิลไลต์
ilmenite,อิลเมไนต์
ilmenite,อิลเมไนต์
ilvaite,อิลวาไอต์
ilvaite,อิลวาไอต์
inderborite,อินเดอร์บอไรต์
inderborite,อินเดอร์บอไรต์
inderite,อินเดอไรต์
inderite,อินเดอไรต์
indicolite,อินดิโคไลต์
indicolite,อินดิโคไลต์
indigolite,อินดิโกไลต์
indigolite,อินดิโกไลต์
inesite,อิเนไซต์
inesite,อิเนไซต์
inyoite,อินโยไอต์
inyoite,อินโยไอต์
iolite,ไอโอไลต์
iolite,ไอโอไลต์
iozite,ไอโอไซต์
iozite,ไอโอไซต์
iridium,อิริเดียม
iridium,อิริเดียม
iron,เหล็ก
iron,เหล็ก
ixiolite,อิกซิโอไลต์
ixiolite,อิกซิโอไลต์
jacinth,จาซินท์
jacinth,จาซินท์
jacobsite,จาคอบไซต์
jacobsite,จาคอบไซต์
jade,หยก
jade,เจด
jade,หยก
jade,เจด
jadeite,เจไดต์
jadeite,เจไดต์
jargoon,จาร์กูน
jargoon,จาร์กูน
jamesonite,เจมซอไนต์
jamesonite,เจมซอไนต์
jargon,จาร์กอน
jargon,จาร์กอน
jarosite,จาโรไซต์
jarosite,จาโรไซต์
jasper,แจสเพอร์
jasper,แจสเพอร์
joaquinite,โจอะควิไนต์
joaquinite,โจอะควิไนต์
jordanite,จอร์ดาไนต์
jordanite,จอร์ดาไนต์
kaersutite,เคอร์ซูไทต์
kaersutite,เคอร์ซูไทต์
kaliborite,แคลิบอไรต์
kaliborite,แคลิบอไรต์
kandite,แคนไดต์
kandite,แคนไดต์
kaolinite,เคโอลิไนต์
kaolinite,เคโอลิไนต์
kermesite,เคอร์มิไซต์
